seed,parameter,parameter_value,weights_name,changed_parameter_count,risk_set_cells,eligible_cells,eligible_rate,n_groups,infeasible,decision_status,requested_groups,max_feasible_groups,group_shortfall,abstention_reasons,thresholds_relaxed,objective,objective_delta,selected_cell_jaccard,selected_cell_count,worst_selected_soh_margin,worst_selected_rul_lower_margin_cycles,worst_selected_resistance_growth_margin,worst_selected_interval_width_margin_cycles,solver_status,selected_cell_ids
4096,max_resistance_growth,0.5,balanced,1,92,26,0.2826086956521739,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.1474388917566246,0.036251097955045664,0.92,24,0.05692898461864582,11.781927143102358,0.04988876987723456,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_2;T35_C0p5_D80_0;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D100_2;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2;baseline_2
4096,weights,,performance,1,92,25,0.2717391304347826,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,0.5352016734245489,0.0,1.0,24,0.0669592782905748,11.781927143102358,0.024171291435428233,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_2;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2;baseline_2
4096,weights,,conservative,1,92,25,0.2717391304347826,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.34879715281295726,0.0,1.0,24,0.0669592782905748,11.781927143102358,0.024171291435428233,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_2;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2;baseline_2
8110,baseline,,balanced,0,94,28,0.2978723404255319,7,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,7,1,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.22909747491185065,0.0,1.0,28,0.06640036111586556,0.10581049462433612,0.03594027818700912,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2
8110,min_soh,0.74,balanced,1,94,28,0.2978723404255319,7,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,7,1,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.22909747491185065,0.0,1.0,28,0.08640036111586558,0.10581049462433612,0.03594027818700912,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2
8110,min_soh,0.78,balanced,1,94,28,0.2978723404255319,7,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,7,1,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.22909747491185065,0.0,1.0,28,0.04640036111586554,0.10581049462433612,0.03594027818700912,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2
8110,min_rul_lower_cycles,20,balanced,1,94,33,0.35106382978723405,8,False,ACCEPT_FIXED_GROUPS,8,8,0,NONE,False,-0.38066819311128997,-0.15157071819943932,0.8181818181818182,32,0.06640036111586556,2.32702127309771,0.010746279706818795,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_2;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D100_0;T35_C1_D100_1;T35_C1_D100_3;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2;T45_C1_D80_3
8110,min_rul_lower_cycles,60,balanced,1,94,19,0.20212765957446807,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,0.2034999571746599,0.4325974320865106,0.5714285714285714,16,0.08622352663192845,36.583768841307574,0.061384664820572976,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1
8110,max_resistance_growth,0.4,balanced,1,94,27,0.2872340425531915,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.017827952954357913,0.21126952195749274,0.8571428571428571,24,0.06848306708000962,2.155096148393902,0.007752180239655515,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_1;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1
8110,max_resistance_growth,0.5,balanced,1,94,28,0.2978723404255319,7,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,7,1,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.22909747491185065,0.0,1.0,28,0.06640036111586556,0.10581049462433612,0.08594027818700911,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2
8110,weights,,performance,1,94,28,0.2978723404255319,7,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,7,1,INSUFFICIENT_ELIGIBLE_CELLS,False,0.7450034052321263,0.0,1.0,28,0.06640036111586556,0.10581049462433612,0.03594027818700912,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2
8110,weights,,conservative,1,94,28,0.2978723404255319,7,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,7,1,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.5635481035625738,0.0,1.0,28,0.06640036111586556,0.10581049462433612,0.03594027818700912,54.51396116985825,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D100_3;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2
