cell_id,cycle,efc,temperature,c_rate,dod,protocol,capacity_true,capacity_obs,soh,resistance_true,resistance_obs,seed
baseline_2,140,112.0,25,1.0,80,CC-CV,1.760862,1.74874,0.945344,0.06029,0.059504,42
baseline_2,141,112.8,25,1.0,80,CC-CV,1.760499,1.752997,0.94515,0.060315,0.059926,42
baseline_2,142,113.6,25,1.0,80,CC-CV,1.760137,1.764243,0.944955,0.060339,0.060761,42
baseline_2,143,114.4,25,1.0,80,CC-CV,1.759777,1.762605,0.944762,0.060364,0.060003,42
baseline_2,144,115.2,25,1.0,80,CC-CV,1.759418,1.729019,0.944569,0.060388,0.058641,42
baseline_2,145,116.0,25,1.0,80,CC-CV,1.75906,1.756359,0.944377,0.060412,0.060047,42
baseline_2,146,116.8,25,1.0,80,CC-CV,1.758703,1.754378,0.944185,0.060436,0.061683,42
baseline_2,147,117.6,25,1.0,80,CC-CV,1.758348,1.740354,0.943995,0.060461,0.061161,42
baseline_2,148,118.4,25,1.0,80,CC-CV,1.757993,1.765596,0.943804,0.060485,0.059562,42
baseline_2,149,119.2,25,1.0,80,CC-CV,1.75764,1.766588,0.943615,0.060509,0.061031,42
baseline_2,150,120.0,25,1.0,80,CC-CV,1.757288,1.756447,0.943426,0.060532,0.059306,42
baseline_2,151,120.8,25,1.0,80,CC-CV,1.756938,1.761938,0.943238,0.060556,0.060461,42
baseline_2,152,121.6,25,1.0,80,CC-CV,1.756588,1.767165,0.94305,0.06058,0.061136,42
baseline_2,153,122.4,25,1.0,80,CC-CV,1.75624,1.775842,0.942863,0.060604,0.060709,42
baseline_2,154,123.2,25,1.0,80,CC-CV,1.755893,1.764093,0.942677,0.060627,0.062678,42
baseline_2,155,124.0,25,1.0,80,CC-CV,1.755547,1.761771,0.942491,0.060651,0.059643,42
baseline_2,156,124.8,25,1.0,80,CC-CV,1.755202,1.740966,0.942306,0.060674,0.06027,42
baseline_2,157,125.6,25,1.0,80,CC-CV,1.754858,1.773483,0.942121,0.060697,0.060153,42
baseline_2,158,126.4,25,1.0,80,CC-CV,1.754515,1.755677,0.941937,0.060721,0.059468,42
baseline_2,159,127.2,25,1.0,80,CC-CV,1.754173,1.743984,0.941754,0.060744,0.060476,42
baseline_2,160,128.0,25,1.0,80,CC-CV,1.753832,1.769633,0.941571,0.060767,0.060167,42
baseline_2,161,128.8,25,1.0,80,CC-CV,1.753493,1.747963,0.941388,0.06079,0.061988,42
baseline_2,162,129.6,25,1.0,80,CC-CV,1.753154,1.752366,0.941207,0.060813,0.061461,42
baseline_2,163,130.4,25,1.0,80,CC-CV,1.752817,1.730284,0.941025,0.060836,0.061072,42
baseline_2,164,131.2,25,1.0,80,CC-CV,1.75248,1.741448,0.940845,0.060859,0.060874,42
baseline_2,165,132.0,25,1.0,80,CC-CV,1.752145,1.743227,0.940665,0.060882,0.060103,42
baseline_2,166,132.8,25,1.0,80,CC-CV,1.751811,1.744674,0.940485,0.060904,0.060714,42
baseline_2,167,133.6,25,1.0,80,CC-CV,1.751477,1.762409,0.940306,0.060927,0.061037,42
baseline_2,168,134.4,25,1.0,80,CC-CV,1.751145,1.752986,0.940128,0.060949,0.059908,42
baseline_2,169,135.2,25,1.0,80,CC-CV,1.750813,1.755487,0.93995,0.060972,0.059899,42
baseline_2,170,136.0,25,1.0,80,CC-CV,1.750483,1.732727,0.939772,0.060994,0.061735,42
baseline_2,171,136.8,25,1.0,80,CC-CV,1.750153,1.749334,0.939596,0.061017,0.060969,42
baseline_2,172,137.6,25,1.0,80,CC-CV,1.749825,1.741058,0.939419,0.061039,0.060487,42
baseline_2,173,138.4,25,1.0,80,CC-CV,1.749497,1.743674,0.939243,0.061061,0.060629,42
baseline_2,174,139.2,25,1.0,80,CC-CV,1.749171,1.75286,0.939068,0.061083,0.060995,42
baseline_2,175,140.0,25,1.0,80,CC-CV,1.748845,1.770187,0.938893,0.061106,0.060056,42
baseline_2,176,140.8,25,1.0,80,CC-CV,1.74852,1.742432,0.938719,0.061128,0.061032,42
baseline_2,177,141.6,25,1.0,80,CC-CV,1.748197,1.771546,0.938545,0.06115,0.061073,42
baseline_2,178,142.4,25,1.0,80,CC-CV,1.747874,1.743796,0.938372,0.061171,0.061841,42
baseline_2,179,143.2,25,1.0,80,CC-CV,1.747552,1.732767,0.938199,0.061193,0.062208,42
baseline_2,180,144.0,25,1.0,80,CC-CV,1.747231,1.716968,0.938026,0.061215,0.062143,42
baseline_2,181,144.8,25,1.0,80,CC-CV,1.74691,1.737773,0.937854,0.061237,0.062126,42
baseline_2,182,145.6,25,1.0,80,CC-CV,1.746591,1.732135,0.937683,0.061259,0.060701,42
baseline_2,183,146.4,25,1.0,80,CC-CV,1.746273,1.739787,0.937512,0.06128,0.061018,42
baseline_2,184,147.2,25,1.0,80,CC-CV,1.745955,1.747041,0.937342,0.061302,0.059474,42
baseline_2,185,148.0,25,1.0,80,CC-CV,1.745638,1.755334,0.937171,0.061323,0.062143,42
baseline_2,186,148.8,25,1.0,80,CC-CV,1.745322,1.762113,0.937002,0.061345,0.062369,42
baseline_2,187,149.6,25,1.0,80,CC-CV,1.745007,1.750255,0.936833,0.061366,0.061004,42
baseline_2,188,150.4,25,1.0,80,CC-CV,1.744693,1.763322,0.936664,0.061387,0.062038,42
baseline_2,189,151.2,25,1.0,80,CC-CV,1.74438,1.749923,0.936496,0.061409,0.062212,42
baseline_2,190,152.0,25,1.0,80,CC-CV,1.744067,1.777279,0.936328,0.06143,0.060692,42
baseline_2,191,152.8,25,1.0,80,CC-CV,1.743756,1.730283,0.936161,0.061451,0.061048,42
baseline_2,192,153.6,25,1.0,80,CC-CV,1.743445,1.753797,0.935994,0.061472,0.060531,42
baseline_2,193,154.4,25,1.0,80,CC-CV,1.743135,1.748628,0.935827,0.061493,0.06179,42
baseline_2,194,155.2,25,1.0,80,CC-CV,1.742825,1.722957,0.935661,0.061514,0.061862,42
baseline_2,195,156.0,25,1.0,80,CC-CV,1.742517,1.769028,0.935496,0.061535,0.062288,42
baseline_2,196,156.8,25,1.0,80,CC-CV,1.742209,1.72454,0.935331,0.061556,0.062235,42
baseline_2,197,157.6,25,1.0,80,CC-CV,1.741902,1.74784,0.935166,0.061577,0.061621,42
baseline_2,198,158.4,25,1.0,80,CC-CV,1.741596,1.75749,0.935001,0.061598,0.060903,42
baseline_2,199,159.2,25,1.0,80,CC-CV,1.741291,1.75031,0.934838,0.061618,0.062415,42
baseline_2,200,160.0,25,1.0,80,CC-CV,1.740986,1.750504,0.934674,0.061639,0.063343,42
baseline_2,201,160.8,25,1.0,80,CC-CV,1.740683,1.719038,0.934511,0.06166,0.059633,42
baseline_2,202,161.6,25,1.0,80,CC-CV,1.740379,1.740871,0.934348,0.06168,0.062726,42
baseline_2,203,162.4,25,1.0,80,CC-CV,1.740077,1.746606,0.934186,0.061701,0.062248,42
baseline_2,204,163.2,25,1.0,80,CC-CV,1.739776,1.742162,0.934024,0.061721,0.060992,42
baseline_2,205,164.0,25,1.0,80,CC-CV,1.739475,1.747906,0.933862,0.061742,0.060955,42
baseline_2,206,164.8,25,1.0,80,CC-CV,1.739175,1.72568,0.933701,0.061762,0.059857,42
baseline_2,207,165.6,25,1.0,80,CC-CV,1.738875,1.715958,0.933541,0.061782,0.062215,42
baseline_2,208,166.4,25,1.0,80,CC-CV,1.738577,1.725049,0.93338,0.061802,0.063768,42
baseline_2,209,167.2,25,1.0,80,CC-CV,1.738279,1.713884,0.93322,0.061823,0.060558,42
baseline_2,210,168.0,25,1.0,80,CC-CV,1.737981,1.747394,0.933061,0.061843,0.062922,42
baseline_2,211,168.8,25,1.0,80,CC-CV,1.737685,1.725838,0.932902,0.061863,0.060824,42
baseline_2,212,169.6,25,1.0,80,CC-CV,1.737389,1.72935,0.932743,0.061883,0.060905,42
baseline_2,213,170.4,25,1.0,80,CC-CV,1.737094,1.757686,0.932584,0.061903,0.061377,42
baseline_2,214,171.2,25,1.0,80,CC-CV,1.7368,1.749823,0.932426,0.061923,0.06351,42
baseline_2,215,172.0,25,1.0,80,CC-CV,1.736506,1.725805,0.932269,0.061943,0.061617,42
baseline_2,216,172.8,25,1.0,80,CC-CV,1.736213,1.766463,0.932111,0.061963,0.063125,42
baseline_2,217,173.6,25,1.0,80,CC-CV,1.73592,1.75874,0.931954,0.061983,0.060884,42
baseline_2,218,174.4,25,1.0,80,CC-CV,1.735629,1.735282,0.931798,0.062003,0.062598,42
baseline_2,219,175.2,25,1.0,80,CC-CV,1.735338,1.744864,0.931641,0.062022,0.063181,42
baseline_2,220,176.0,25,1.0,80,CC-CV,1.735047,1.717981,0.931486,0.062042,0.061836,42
baseline_2,221,176.8,25,1.0,80,CC-CV,1.734758,1.729357,0.93133,0.062062,0.061863,42
baseline_2,222,177.6,25,1.0,80,CC-CV,1.734468,1.711667,0.931175,0.062081,0.062682,42
baseline_2,223,178.4,25,1.0,80,CC-CV,1.73418,1.74126,0.93102,0.062101,0.062891,42
baseline_2,224,179.2,25,1.0,80,CC-CV,1.733892,1.730201,0.930865,0.06212,0.063254,42
baseline_2,225,180.0,25,1.0,80,CC-CV,1.733605,1.748215,0.930711,0.06214,0.063226,42
baseline_2,226,180.8,25,1.0,80,CC-CV,1.733319,1.732934,0.930558,0.062159,0.061701,42
baseline_2,227,181.6,25,1.0,80,CC-CV,1.733033,1.732691,0.930404,0.062179,0.061884,42
baseline_2,228,182.4,25,1.0,80,CC-CV,1.732748,1.757056,0.930251,0.062198,0.062525,42
baseline_2,229,183.2,25,1.0,80,CC-CV,1.732463,1.742244,0.930098,0.062217,0.061595,42
baseline_2,230,184.0,25,1.0,80,CC-CV,1.732179,1.731632,0.929946,0.062237,0.062622,42
baseline_2,231,184.8,25,1.0,80,CC-CV,1.731896,1.748667,0.929794,0.062256,0.062845,42
baseline_2,232,185.6,25,1.0,80,CC-CV,1.731613,1.741422,0.929642,0.062275,0.061157,42
baseline_2,233,186.4,25,1.0,80,CC-CV,1.731331,1.719007,0.92949,0.062294,0.062238,42
baseline_2,234,187.2,25,1.0,80,CC-CV,1.731049,1.733861,0.929339,0.062313,0.061375,42
baseline_2,235,188.0,25,1.0,80,CC-CV,1.730768,1.748902,0.929188,0.062332,0.063171,42
baseline_2,236,188.8,25,1.0,80,CC-CV,1.730488,1.720164,0.929038,0.062351,0.061276,42
baseline_2,237,189.6,25,1.0,80,CC-CV,1.730208,1.735226,0.928888,0.06237,0.061703,42
baseline_2,238,190.4,25,1.0,80,CC-CV,1.729929,1.732096,0.928738,0.062389,0.060143,42
baseline_2,239,191.2,25,1.0,80,CC-CV,1.729651,1.723544,0.928588,0.062408,0.064085,42
baseline_2,240,192.0,25,1.0,80,CC-CV,1.729373,1.71748,0.928439,0.062427,0.063096,42
baseline_2,241,192.8,25,1.0,80,CC-CV,1.729095,1.715018,0.92829,0.062446,0.063656,42
baseline_2,242,193.6,25,1.0,80,CC-CV,1.728818,1.74256,0.928141,0.062465,0.062227,42
baseline_2,243,194.4,25,1.0,80,CC-CV,1.728542,1.732148,0.927993,0.062484,0.062169,42
baseline_2,244,195.2,25,1.0,80,CC-CV,1.728266,1.723254,0.927845,0.062502,0.061419,42
baseline_2,245,196.0,25,1.0,80,CC-CV,1.727991,1.715468,0.927697,0.062521,0.060963,42
baseline_2,246,196.8,25,1.0,80,CC-CV,1.727717,1.740447,0.92755,0.06254,0.062756,42
baseline_2,247,197.6,25,1.0,80,CC-CV,1.727443,1.703897,0.927403,0.062558,0.064003,42
baseline_2,248,198.4,25,1.0,80,CC-CV,1.727169,1.721273,0.927256,0.062577,0.063596,42
baseline_2,249,199.2,25,1.0,80,CC-CV,1.726896,1.732419,0.92711,0.062595,0.062187,42
baseline_2,250,200.0,25,1.0,80,CC-CV,1.726624,1.738253,0.926963,0.062614,0.06362,42
baseline_2,251,200.8,25,1.0,80,CC-CV,1.726352,1.716003,0.926817,0.062632,0.064185,42
baseline_2,252,201.6,25,1.0,80,CC-CV,1.726081,1.728724,0.926672,0.062651,0.062329,42
baseline_2,253,202.4,25,1.0,80,CC-CV,1.72581,1.714144,0.926526,0.062669,0.06189,42
baseline_2,254,203.2,25,1.0,80,CC-CV,1.72554,1.717524,0.926381,0.062687,0.062042,42
baseline_2,255,204.0,25,1.0,80,CC-CV,1.72527,1.733967,0.926237,0.062706,0.062384,42
baseline_2,256,204.8,25,1.0,80,CC-CV,1.725001,1.71941,0.926092,0.062724,0.064389,42
baseline_2,257,205.6,25,1.0,80,CC-CV,1.724732,1.729945,0.925948,0.062742,0.063359,42
baseline_2,258,206.4,25,1.0,80,CC-CV,1.724464,1.719456,0.925804,0.06276,0.063283,42
baseline_2,259,207.2,25,1.0,80,CC-CV,1.724197,1.729189,0.92566,0.062778,0.062894,42
baseline_2,260,208.0,25,1.0,80,CC-CV,1.72393,1.724878,0.925517,0.062797,0.062449,42
baseline_2,261,208.8,25,1.0,80,CC-CV,1.723663,1.737165,0.925374,0.062815,0.060798,42
baseline_2,262,209.6,25,1.0,80,CC-CV,1.723397,1.691591,0.925231,0.062833,0.064191,42
baseline_2,263,210.4,25,1.0,80,CC-CV,1.723132,1.72343,0.925088,0.062851,0.063533,42
baseline_2,264,211.2,25,1.0,80,CC-CV,1.722867,1.723468,0.924946,0.062869,0.064106,42
baseline_2,265,212.0,25,1.0,80,CC-CV,1.722602,1.70916,0.924804,0.062887,0.061937,42
baseline_2,266,212.8,25,1.0,80,CC-CV,1.722338,1.740025,0.924662,0.062905,0.063483,42
baseline_2,267,213.6,25,1.0,80,CC-CV,1.722074,1.732111,0.924521,0.062922,0.062705,42
baseline_2,268,214.4,25,1.0,80,CC-CV,1.721811,1.717921,0.92438,0.06294,0.059874,42
baseline_2,269,215.2,25,1.0,80,CC-CV,1.721549,1.73688,0.924239,0.062958,0.063009,42
baseline_2,270,216.0,25,1.0,80,CC-CV,1.721287,1.713691,0.924098,0.062976,0.061221,42
baseline_2,271,216.8,25,1.0,80,CC-CV,1.721025,1.727488,0.923958,0.062994,0.062234,42
baseline_2,272,217.6,25,1.0,80,CC-CV,1.720764,1.715006,0.923817,0.063011,0.06069,42
baseline_2,273,218.4,25,1.0,80,CC-CV,1.720504,1.723448,0.923678,0.063029,0.063571,42
baseline_2,274,219.2,25,1.0,80,CC-CV,1.720243,1.706244,0.923538,0.063047,0.064043,42
baseline_2,275,220.0,25,1.0,80,CC-CV,1.719984,1.709544,0.923399,0.063064,0.062025,42
baseline_2,276,220.8,25,1.0,80,CC-CV,1.719725,1.716219,0.923259,0.063082,0.063636,42
baseline_2,277,221.6,25,1.0,80,CC-CV,1.719466,1.731428,0.92312,0.0631,0.063785,42
baseline_2,278,222.4,25,1.0,80,CC-CV,1.719208,1.72597,0.922982,0.063117,0.063863,42
baseline_2,279,223.2,25,1.0,80,CC-CV,1.71895,1.721669,0.922843,0.063135,0.063086,42
baseline_2,280,224.0,25,1.0,80,CC-CV,1.718693,1.717913,0.922705,0.063152,0.06268,42
baseline_2,281,224.8,25,1.0,80,CC-CV,1.718436,1.727643,0.922567,0.063169,0.063648,42
baseline_2,282,225.6,25,1.0,80,CC-CV,1.718179,1.707996,0.92243,0.063187,0.062598,42
baseline_2,283,226.4,25,1.0,80,CC-CV,1.717923,1.719978,0.922292,0.063204,0.063134,42
baseline_2,284,227.2,25,1.0,80,CC-CV,1.717668,1.710453,0.922155,0.063222,0.061773,42
baseline_2,285,228.0,25,1.0,80,CC-CV,1.717413,1.716155,0.922018,0.063239,0.062728,42
baseline_2,286,228.8,25,1.0,80,CC-CV,1.717158,1.71594,0.921882,0.063256,0.063847,42
baseline_2,287,229.6,25,1.0,80,CC-CV,1.716904,1.732167,0.921745,0.063273,0.062026,42
baseline_2,288,230.4,25,1.0,80,CC-CV,1.71665,1.697009,0.921609,0.063291,0.062857,42
baseline_2,289,231.2,25,1.0,80,CC-CV,1.716397,1.715186,0.921473,0.063308,0.064105,42
baseline_2,290,232.0,25,1.0,80,CC-CV,1.716144,1.701315,0.921337,0.063325,0.062528,42
baseline_2,291,232.8,25,1.0,80,CC-CV,1.715892,1.698564,0.921202,0.063342,0.062596,42
baseline_2,292,233.6,25,1.0,80,CC-CV,1.71564,1.682323,0.921066,0.063359,0.063772,42
baseline_2,293,234.4,25,1.0,80,CC-CV,1.715388,1.702929,0.920931,0.063376,0.063217,42
baseline_2,294,235.2,25,1.0,80,CC-CV,1.715137,1.713419,0.920796,0.063393,0.063562,42
baseline_2,295,236.0,25,1.0,80,CC-CV,1.714886,1.724977,0.920662,0.06341,0.063011,42
baseline_2,296,236.8,25,1.0,80,CC-CV,1.714636,1.702573,0.920528,0.063427,0.062614,42
baseline_2,297,237.6,25,1.0,80,CC-CV,1.714386,1.722433,0.920393,0.063444,0.06371,42
baseline_2,298,238.4,25,1.0,80,CC-CV,1.714137,1.697968,0.920259,0.063461,0.063762,42
baseline_2,299,239.2,25,1.0,80,CC-CV,1.713888,1.717996,0.920126,0.063478,0.062346,42
baseline_2,300,240.0,25,1.0,80,CC-CV,1.713639,1.698295,0.919992,0.063495,0.062908,42
baseline_2,301,240.8,25,1.0,80,CC-CV,1.713391,1.724259,0.919859,0.063512,0.063094,42
baseline_2,302,241.6,25,1.0,80,CC-CV,1.713143,1.702349,0.919726,0.063529,0.063337,42
baseline_2,303,242.4,25,1.0,80,CC-CV,1.712896,1.711863,0.919593,0.063545,0.064175,42
baseline_2,304,243.2,25,1.0,80,CC-CV,1.712649,1.74635,0.919461,0.063562,0.063084,42
baseline_2,305,244.0,25,1.0,80,CC-CV,1.712402,1.72921,0.919328,0.063579,0.063205,42
baseline_2,306,244.8,25,1.0,80,CC-CV,1.712156,1.712947,0.919196,0.063596,0.062816,42
baseline_2,307,245.6,25,1.0,80,CC-CV,1.711911,1.714686,0.919064,0.063612,0.063979,42
baseline_2,308,246.4,25,1.0,80,CC-CV,1.711665,1.691168,0.918933,0.063629,0.063844,42
baseline_2,309,247.2,25,1.0,80,CC-CV,1.71142,1.708491,0.918801,0.063646,0.063757,42
baseline_2,310,248.0,25,1.0,80,CC-CV,1.711176,1.706895,0.91867,0.063662,0.063224,42
baseline_2,311,248.8,25,1.0,80,CC-CV,1.710932,1.694493,0.918539,0.063679,0.063584,42
baseline_2,312,249.6,25,1.0,80,CC-CV,1.710688,1.690105,0.918408,0.063695,0.064288,42
baseline_2,313,250.4,25,1.0,80,CC-CV,1.710445,1.689643,0.918277,0.063712,0.063137,42
baseline_2,314,251.2,25,1.0,80,CC-CV,1.710202,1.706642,0.918147,0.063728,0.063799,42
baseline_2,315,252.0,25,1.0,80,CC-CV,1.709959,1.702944,0.918017,0.063745,0.065948,42
baseline_2,316,252.8,25,1.0,80,CC-CV,1.709717,1.70511,0.917887,0.063761,0.063371,42
baseline_2,317,253.6,25,1.0,80,CC-CV,1.709475,1.700816,0.917757,0.063778,0.064062,42
baseline_2,318,254.4,25,1.0,80,CC-CV,1.709234,1.694193,0.917627,0.063794,0.065672,42
baseline_2,319,255.2,25,1.0,80,CC-CV,1.708992,1.722047,0.917498,0.06381,0.063659,42
baseline_2,320,256.0,25,1.0,80,CC-CV,1.708752,1.701837,0.917368,0.063827,0.064289,42
baseline_2,321,256.8,25,1.0,80,CC-CV,1.708512,1.708869,0.917239,0.063843,0.064016,42
baseline_2,322,257.6,25,1.0,80,CC-CV,1.708272,1.71725,0.917111,0.063859,0.064442,42
baseline_2,323,258.4,25,1.0,80,CC-CV,1.708032,1.694504,0.916982,0.063876,0.064065,42
baseline_2,324,259.2,25,1.0,80,CC-CV,1.707793,1.706098,0.916854,0.063892,0.064264,42
baseline_2,325,260.0,25,1.0,80,CC-CV,1.707554,1.706454,0.916725,0.063908,0.063896,42
baseline_2,326,260.8,25,1.0,80,CC-CV,1.707316,1.717216,0.916597,0.063924,0.063263,42
baseline_2,327,261.6,25,1.0,80,CC-CV,1.707077,1.704531,0.91647,0.06394,0.063637,42
baseline_2,328,262.4,25,1.0,80,CC-CV,1.70684,1.722833,0.916342,0.063956,0.064123,42
baseline_2,329,263.2,25,1.0,80,CC-CV,1.706602,1.701676,0.916215,0.063973,0.063905,42
baseline_2,330,264.0,25,1.0,80,CC-CV,1.706365,1.69424,0.916087,0.063989,0.06405,42
baseline_2,331,264.8,25,1.0,80,CC-CV,1.706129,1.680316,0.91596,0.064005,0.064219,42
baseline_2,332,265.6,25,1.0,80,CC-CV,1.705892,1.687979,0.915833,0.064021,0.062941,42
baseline_2,333,266.4,25,1.0,80,CC-CV,1.705657,1.697378,0.915707,0.064037,0.063365,42
baseline_2,334,267.2,25,1.0,80,CC-CV,1.705421,1.697909,0.91558,0.064053,0.063765,42
baseline_2,335,268.0,25,1.0,80,CC-CV,1.705186,1.701264,0.915454,0.064069,0.062881,42
baseline_2,336,268.8,25,1.0,80,CC-CV,1.704951,1.715801,0.915328,0.064085,0.064285,42
baseline_2,337,269.6,25,1.0,80,CC-CV,1.704716,1.708987,0.915202,0.064101,0.064917,42
baseline_2,338,270.4,25,1.0,80,CC-CV,1.704482,1.697857,0.915076,0.064116,0.063912,42
baseline_2,339,271.2,25,1.0,80,CC-CV,1.704248,1.713686,0.914951,0.064132,0.063672,42
baseline_2,340,272.0,25,1.0,80,CC-CV,1.704015,1.688077,0.914825,0.064148,0.063718,42
baseline_2,341,272.8,25,1.0,80,CC-CV,1.703782,1.710338,0.9147,0.064164,0.065464,42
baseline_2,342,273.6,25,1.0,80,CC-CV,1.703549,1.686076,0.914575,0.06418,0.063539,42
baseline_2,343,274.4,25,1.0,80,CC-CV,1.703316,1.697667,0.91445,0.064196,0.063167,42
baseline_2,344,275.2,25,1.0,80,CC-CV,1.703084,1.706909,0.914326,0.064211,0.066129,42
baseline_2,345,276.0,25,1.0,80,CC-CV,1.702853,1.713644,0.914201,0.064227,0.064584,42
baseline_2,346,276.8,25,1.0,80,CC-CV,1.702621,1.69774,0.914077,0.064243,0.064873,42
baseline_2,347,277.6,25,1.0,80,CC-CV,1.70239,1.712663,0.913953,0.064258,0.064158,42
baseline_2,348,278.4,25,1.0,80,CC-CV,1.702159,1.708301,0.913829,0.064274,0.063347,42
baseline_2,349,279.2,25,1.0,80,CC-CV,1.701929,1.683393,0.913705,0.06429,0.06398,42
baseline_2,350,280.0,25,1.0,80,CC-CV,1.701699,1.672828,0.913582,0.064305,0.06447,42
baseline_2,351,280.8,25,1.0,80,CC-CV,1.701469,1.712426,0.913459,0.064321,0.066102,42
baseline_2,352,281.6,25,1.0,80,CC-CV,1.701239,1.697071,0.913335,0.064337,0.064605,42
baseline_2,353,282.4,25,1.0,80,CC-CV,1.70101,1.721459,0.913212,0.064352,0.063633,42
baseline_2,354,283.2,25,1.0,80,CC-CV,1.700781,1.696523,0.913089,0.064368,0.064432,42
baseline_2,355,284.0,25,1.0,80,CC-CV,1.700553,1.695823,0.912967,0.064383,0.066801,42
baseline_2,356,284.8,25,1.0,80,CC-CV,1.700325,1.693543,0.912844,0.064399,0.064936,42
baseline_2,357,285.6,25,1.0,80,CC-CV,1.700097,1.705657,0.912722,0.064414,0.065472,42
baseline_2,358,286.4,25,1.0,80,CC-CV,1.699869,1.713279,0.9126,0.06443,0.064713,42
baseline_2,359,287.2,25,1.0,80,CC-CV,1.699642,1.684943,0.912478,0.064445,0.064182,42
baseline_2,360,288.0,25,1.0,80,CC-CV,1.699415,1.714818,0.912356,0.06446,0.064711,42
baseline_2,361,288.8,25,1.0,80,CC-CV,1.699189,1.710379,0.912234,0.064476,0.065128,42
baseline_2,362,289.6,25,1.0,80,CC-CV,1.698962,1.700795,0.912113,0.064491,0.065324,42
baseline_2,363,290.4,25,1.0,80,CC-CV,1.698736,1.671622,0.911992,0.064506,0.064514,42
baseline_2,364,291.2,25,1.0,80,CC-CV,1.698511,1.709001,0.91187,0.064522,0.063256,42
baseline_2,365,292.0,25,1.0,80,CC-CV,1.698286,1.682076,0.911749,0.064537,0.065337,42
baseline_2,366,292.8,25,1.0,80,CC-CV,1.69806,1.705738,0.911629,0.064552,0.066008,42
baseline_2,367,293.6,25,1.0,80,CC-CV,1.697836,1.718356,0.911508,0.064568,0.064461,42
baseline_2,368,294.4,25,1.0,80,CC-CV,1.697611,1.684364,0.911388,0.064583,0.066196,42
baseline_2,369,295.2,25,1.0,80,CC-CV,1.697387,1.688426,0.911267,0.064598,0.065117,42
baseline_2,370,296.0,25,1.0,80,CC-CV,1.697163,1.701104,0.911147,0.064613,0.063047,42
baseline_2,371,296.8,25,1.0,80,CC-CV,1.69694,1.71378,0.911027,0.064628,0.065022,42
baseline_2,372,297.6,25,1.0,80,CC-CV,1.696717,1.68847,0.910907,0.064644,0.064443,42
baseline_2,373,298.4,25,1.0,80,CC-CV,1.696494,1.695225,0.910788,0.064659,0.063287,42
baseline_2,374,299.2,25,1.0,80,CC-CV,1.696271,1.721595,0.910668,0.064674,0.065475,42
baseline_2,375,300.0,25,1.0,80,CC-CV,1.696049,1.692074,0.910549,0.064689,0.066231,42
baseline_2,376,300.8,25,1.0,80,CC-CV,1.695827,1.699195,0.91043,0.064704,0.065986,42
baseline_2,377,301.6,25,1.0,80,CC-CV,1.695605,1.701904,0.910311,0.064719,0.065352,42
baseline_2,378,302.4,25,1.0,80,CC-CV,1.695384,1.677877,0.910192,0.064734,0.065577,42
baseline_2,379,303.2,25,1.0,80,CC-CV,1.695163,1.691155,0.910073,0.064749,0.064864,42
baseline_2,380,304.0,25,1.0,80,CC-CV,1.694942,1.682367,0.909954,0.064764,0.064181,42
baseline_2,381,304.8,25,1.0,80,CC-CV,1.694721,1.712516,0.909836,0.064779,0.06263,42
baseline_2,382,305.6,25,1.0,80,CC-CV,1.694501,1.69686,0.909718,0.064794,0.064121,42
baseline_2,383,306.4,25,1.0,80,CC-CV,1.694281,1.708343,0.9096,0.064809,0.066047,42
baseline_2,384,307.2,25,1.0,80,CC-CV,1.694061,1.701122,0.909482,0.064824,0.062009,42
baseline_2,385,308.0,25,1.0,80,CC-CV,1.693842,1.673797,0.909364,0.064839,0.064011,42
baseline_2,386,308.8,25,1.0,80,CC-CV,1.693623,1.660936,0.909246,0.064853,0.06331,42
baseline_2,387,309.6,25,1.0,80,CC-CV,1.693404,1.690551,0.909129,0.064868,0.064345,42
baseline_2,388,310.4,25,1.0,80,CC-CV,1.693185,1.697252,0.909011,0.064883,0.066452,42
baseline_2,389,311.2,25,1.0,80,CC-CV,1.692967,1.69368,0.908894,0.064898,0.065145,42
baseline_2,390,312.0,25,1.0,80,CC-CV,1.692749,1.673742,0.908777,0.064913,0.065381,42
baseline_2,391,312.8,25,1.0,80,CC-CV,1.692532,1.696606,0.90866,0.064928,0.065248,42
baseline_2,392,313.6,25,1.0,80,CC-CV,1.692314,1.682581,0.908544,0.064942,0.065335,42
baseline_2,393,314.4,25,1.0,80,CC-CV,1.692097,1.69606,0.908427,0.064957,0.066082,42
baseline_2,394,315.2,25,1.0,80,CC-CV,1.69188,1.700205,0.908311,0.064972,0.064316,42
baseline_2,395,316.0,25,1.0,80,CC-CV,1.691664,1.687456,0.908194,0.064986,0.067011,42
baseline_2,396,316.8,25,1.0,80,CC-CV,1.691447,1.680519,0.908078,0.065001,0.06356,42
baseline_2,397,317.6,25,1.0,80,CC-CV,1.691231,1.698167,0.907962,0.065016,0.065471,42
baseline_2,398,318.4,25,1.0,80,CC-CV,1.691015,1.682601,0.907846,0.06503,0.064423,42
baseline_2,399,319.2,25,1.0,80,CC-CV,1.6908,1.654474,0.907731,0.065045,0.064954,42
baseline_2,400,320.0,25,1.0,80,CC-CV,1.690585,1.685355,0.907615,0.06506,0.064948,42
baseline_2,401,320.8,25,1.0,80,CC-CV,1.69037,1.695062,0.9075,0.065074,0.067094,42
baseline_2,402,321.6,25,1.0,80,CC-CV,1.690155,1.724043,0.907384,0.065089,0.063627,42
